step,tokens_seen,elapsed_seconds,split,loss,learning_rate,gradient_norm,tokens_per_second,peak_gpu_memory_mib
952,31195136,63.559928,train,1.80950427,0.000982856837832,0.27512234,548816.40,13073.10
953,31227904,63.617609,train,1.89746106,0.000982816830284,0.29374003,549167.98,13073.10
954,31260672,63.675173,train,1.88424969,0.000982776777016,0.29673684,549526.83,13073.10
955,31293440,63.732204,train,1.84928381,0.000982736678032,0.29521924,549962.66,13073.10
956,31326208,63.789480,train,1.90425992,0.000982696533335,0.30342370,550343.12,13073.10
957,31358976,63.846893,train,1.83867335,0.000982656342931,0.27800924,550688.22,13073.10
958,31391744,63.904946,train,1.82665312,0.000982616106824,0.27054819,550919.82,13073.10
959,31424512,63.962596,train,1.85142827,0.000982575825017,0.28268135,551207.18,13073.10
960,31457280,64.018040,train,1.84448075,0.000982535497515,0.27313086,551826.50,13073.10
961,31490048,64.075663,train,1.90644681,0.000982495124323,0.27137911,552094.44,13073.10
962,31522816,64.132647,train,1.89977193,0.000982454705444,0.28193218,552450.07,13073.10
963,31555584,64.191690,train,1.82086921,0.000982414240883,0.26095164,552490.00,13073.10
964,31588352,64.249506,train,1.79996359,0.000982373730644,0.26995358,552707.50,13073.10
965,31621120,64.307112,train,1.82524157,0.000982333174731,0.26972485,552948.63,13073.10
966,31653888,64.364585,train,1.84298956,0.00098229257315,0.26844740,553201.49,13073.10
967,31686656,64.422478,train,1.88622940,0.000982251925903,0.28627822,553388.48,13073.10
968,31719424,64.480185,train,1.88088918,0.000982211232995,0.27352574,553595.60,13073.10
969,31752192,64.538622,train,1.82939315,0.000982170494431,0.27275115,553697.75,13073.10
970,31784960,64.596769,train,1.81843853,0.000982129710214,0.28009507,553835.87,13073.10
971,31817728,64.654321,train,1.84303665,0.00098208888035,0.27915099,554048.81,13073.10
972,31850496,64.712040,train,1.88879049,0.000982048004842,0.27221382,554234.03,13073.10
973,31883264,64.769828,train,1.84769154,0.000982007083695,0.28619450,554405.49,13073.10
974,31916032,64.827682,train,1.90644097,0.000981966116914,0.27628487,554564.04,13073.10
975,31948800,64.885377,train,1.82818913,0.000981925104501,0.27508280,554738.39,13073.10
976,31981568,64.942578,train,1.86667013,0.000981884046463,0.27369681,554969.42,13073.10
977,32014336,64.999787,train,1.86237979,0.000981842942802,0.28261712,555193.54,13073.10
978,32047104,65.057035,train,1.83897769,0.000981801793524,0.27638415,555407.54,13073.10
979,32079872,65.114687,train,1.78411233,0.000981760598633,0.27475902,555567.93,13073.10
980,32112640,65.171738,train,1.82699788,0.000981719358133,0.29493582,555795.23,13073.10
981,32145408,65.229893,train,1.81909239,0.000981678072028,0.26323670,555888.61,13073.10
982,32178176,65.286688,train,1.78461111,0.000981636740323,0.28643513,556136.18,13073.10
983,32210944,65.344740,train,1.87142515,0.000981595363023,0.26821220,556235.06,13073.10
984,32243712,65.401525,train,1.87459731,0.000981553940131,0.28348684,556474.03,13073.10
985,32276480,65.458675,train,1.86198640,0.000981512471652,0.27602193,556667.06,13073.10
986,32309248,65.515729,train,1.89741278,0.00098147095759,0.28697786,556866.14,13073.10
987,32342016,65.573428,train,1.80766952,0.00098142939795,0.28081524,556990.72,13073.10
988,32374784,65.631082,train,1.81427050,0.000981387792737,0.32340574,557117.38,13073.10
989,32407552,65.688005,train,1.87162840,0.000981346141953,0.27892837,557319.05,13073.10
990,32440320,65.745416,train,1.83843422,0.000981304445605,0.30041909,557464.79,13073.10
991,32473088,65.803140,train,1.81113064,0.000981262703696,0.29295370,557574.94,13073.10
992,32505856,65.860506,train,1.89809394,0.000981220916231,0.31982285,557719.75,13073.10
993,32538624,65.918054,train,1.88584805,0.000981179083214,0.32799676,557842.74,13073.10
994,32571392,65.976055,train,1.83248830,0.000981137204649,0.29523233,557917.47,13073.10
995,32604160,66.033886,train,1.85364115,0.000981095280542,0.32602572,558007.69,13073.10
996,32636928,66.091227,train,1.86364543,0.000981053310896,0.27328151,558144.56,13073.10
997,32669696,66.148926,train,1.82755089,0.000981011295716,0.30362871,558243.47,13073.10
998,32702464,66.206206,train,1.86450446,0.000980969235006,0.28281990,558381.15,13073.10
999,32735232,66.264290,train,1.84353423,0.000980927128771,0.28479856,558438.86,13073.10
1000,32768000,66.321438,train,1.87577856,0.000980884977015,0.29735458,558584.50,13073.10
1000,32768000,66.658699,valid,1.85040716,0.000980884977015,,558584.50,13073.10
1001,32800768,70.974937,train,1.84889436,0.000980842779742,0.28516120,7594.46,13073.10
1002,32833536,71.032181,train,1.82657051,0.000980800536958,0.28915593,14990.04,13073.10
1003,32866304,71.090126,train,1.88228035,0.000980758248666,0.29033467,22190.95,13073.10
1004,32899072,71.147641,train,1.93482280,0.000980715914872,0.28161758,29208.71,13073.10
1005,32931840,71.204886,train,1.89538372,0.000980673535579,0.27865192,36050.99,13073.10
1006,32964608,71.261411,train,1.91879535,0.000980631110791,0.28430182,42729.74,13073.10
1007,32997376,71.318491,train,1.87212276,0.000980588640515,0.28984049,49240.50,13073.10
1008,33030144,71.375397,train,1.86872911,0.000980546124753,0.27628088,55595.70,13073.10
1009,33062912,71.432771,train,1.88093054,0.000980503563511,0.28291187,61793.27,13073.10
1010,33095680,71.490149,train,1.89491916,0.000980460956792,0.29606435,67843.53,13073.10
1011,33128448,71.547256,train,1.83698082,0.000980418304602,0.27484265,73755.85,13073.10
1012,33161216,71.604643,train,1.83481145,0.000980375606945,0.27994817,79527.05,13073.10
1013,33193984,71.661243,train,1.81852758,0.000980332863826,0.30511951,85179.23,13073.10
1014,33226752,71.718204,train,1.81958771,0.000980290075248,0.26942495,90698.45,13073.10
1015,33259520,71.774735,train,1.87635493,0.000980247241217,0.27947032,96102.82,13073.10
1016,33292288,71.832462,train,1.88607359,0.000980204361737,0.29523179,101365.57,13073.10
1017,33325056,71.890207,train,1.79806280,0.000980161436812,0.27036107,106511.75,13073.10
1018,33357824,71.947792,train,1.85551524,0.000980118466448,0.28597865,111548.96,13073.10
1019,33390592,72.005675,train,1.86375988,0.000980075450648,0.28769791,116471.11,13073.10
1020,33423360,72.062697,train,1.85165977,0.000980032389417,0.28846073,121307.14,13073.10
1021,33456128,72.120494,train,1.80216885,0.00097998928276,0.27114457,126024.26,13073.10
1022,33488896,72.176987,train,1.88573587,0.000979946130681,0.29181513,130673.44,13073.10
1023,33521664,72.234499,train,1.80841160,0.000979902933185,0.27850896,135203.67,13073.10
1024,33554432,72.291751,train,1.79652309,0.000979859690277,0.26913786,139647.80,13073.10
1025,33587200,72.348724,train,1.85593319,0.00097981640196,0.27745584,144009.54,13073.10
1026,33619968,72.406387,train,1.88053131,0.00097977306824,0.27683511,148266.99,13073.10
1027,33652736,72.462970,train,1.86401963,0.000979729689121,0.28419450,152468.19,13073.10
1028,33685504,72.520260,train,1.83552217,0.000979686264608,0.27496484,156569.37,13073.10
1029,33718272,72.577633,train,1.87521625,0.000979642794704,0.29184744,160588.87,13073.10
1030,33751040,72.635511,train,1.87269354,0.000979599279416,0.27697802,164517.30,13073.10
1031,33783808,72.692653,train,1.86247993,0.000979555718748,0.27306938,168390.87,13073.10
1032,33816576,72.749528,train,1.86759233,0.000979512112703,0.29357010,172199.33,13073.10
1033,33849344,72.806234,train,1.85464931,0.000979468461287,0.27546516,175942.12,13073.10
1034,33882112,72.862836,train,1.80744445,0.000979424764504,0.27481371,179619.47,13073.10
1035,33914880,72.919185,train,1.86767304,0.000979381022359,0.28273693,183237.73,13073.10
1036,33947648,72.975775,train,1.85281050,0.000979337234857,0.29073125,186784.31,13073.10
1037,33980416,73.033569,train,1.84986174,0.000979293402001,0.28076142,190231.95,13073.10
1038,34013184,73.089953,train,1.86901069,0.000979249523798,0.28623742,193660.05,13073.10
1039,34045952,73.147019,train,1.80056024,0.000979205600251,0.28129584,197007.89,13073.10
1040,34078720,73.205312,train,1.82600868,0.000979161631365,0.27949098,200259.76,13073.10
1041,34111488,73.262588,train,1.82440972,0.000979117617145,0.28851113,203485.52,13073.10
1042,34144256,73.319517,train,1.83904314,0.000979073557595,0.26506785,206666.58,13073.10
1043,34177024,73.378051,train,1.86550307,0.00097902945272,0.27372339,209743.64,13073.10
1044,34209792,73.436122,train,1.80225658,0.000978985302524,0.27192137,212782.04,13073.10
1045,34242560,73.494456,train,1.84098840,0.000978941107013,0.26818904,215760.50,13073.10
1046,34275328,73.552708,train,1.87786400,0.000978896866191,0.30450338,218691.16,13073.10
1047,34308096,73.610793,train,1.82159162,0.000978852580063,0.27817941,221578.04,13073.10
1048,34340864,73.669526,train,1.82650828,0.000978808248633,0.26859221,224396.30,13073.10
1049,34373632,73.726843,train,1.82195950,0.000978763871906,0.27820924,227213.23,13073.10
1050,34406400,73.785089,train,1.82619810,0.000978719449886,0.27139068,229954.87,13073.10
1051,34439168,73.842846,train,1.82613373,0.000978674982579,0.26633933,232667.85,13073.10
1052,34471936,73.901450,train,1.83326077,0.000978630469989,0.28331211,235310.06,13073.10
1053,34504704,73.959062,train,1.80435610,0.000978585912121,0.26834735,237942.16,13073.10
1054,34537472,74.016992,train,1.84006381,0.00097854130898,0.27205014,240522.61,13073.10
1055,34570240,74.074731,train,1.83019960,0.000978496660569,0.26782933,243069.05,13073.10
1056,34603008,74.132022,train,1.87084675,0.000978451966895,0.27385518,245590.84,13073.10
1057,34635776,74.189204,train,1.85421610,0.000978407227961,0.27072260,248077.84,13073.10
1058,34668544,74.246318,train,1.85873556,0.000978362443773,0.27527112,250529.62,13073.10
1059,34701312,74.303529,train,1.87934232,0.000978317614334,0.27065310,252941.50,13073.10
1060,34734080,74.360682,train,1.83827162,0.000978272739651,0.29040506,255319.48,13073.10
1061,34766848,74.418521,train,1.83715463,0.000978227819727,0.27020153,257639.66,13073.10
1062,34799616,74.476323,train,1.81684399,0.000978182854567,0.29617441,259926.73,13073.10
1063,34832384,74.534305,train,1.81799066,0.000978137844177,0.26707834,262174.21,13073.10
1064,34865152,74.591847,train,1.81187820,0.00097809278856,0.29975867,264403.50,13073.10
1065,34897920,74.649602,train,1.85284305,0.000978047687722,0.29432228,266593.58,13073.10
1066,34930688,74.707489,train,1.90245426,0.000978002541668,0.27489763,268747.79,13073.10
1067,34963456,74.765345,train,1.79073787,0.000977957350401,0.28027204,270872.30,13073.10
1068,34996224,74.823050,train,1.80958986,0.000977912113927,0.27668402,272971.74,13073.10
1069,35028992,74.880947,train,1.86009610,0.000977866832251,0.28706649,275035.26,13073.10
1070,35061760,74.938825,train,1.82143426,0.000977821505378,0.28459558,277070.57,13073.10
1071,35094528,74.996036,train,1.78060484,0.000977776133312,0.27905384,279099.93,13073.10
1072,35127296,75.052869,train,1.87958276,0.000977730716057,0.29183763,281114.32,13073.10
1073,35160064,75.109000,train,1.78077579,0.00097768525362,0.27322018,283125.12,13073.10
1074,35192832,75.167962,train,1.88626158,0.000977639746004,0.29036653,285014.48,13073.10
1075,35225600,75.225527,train,1.78187072,0.000977594193215,0.27284700,286924.60,13073.10
1076,35258368,75.283410,train,1.82291675,0.000977548595257,0.28411275,288798.65,13073.10
1077,35291136,75.341494,train,1.86550689,0.000977502952135,0.29911381,290640.95,13073.10
1078,35323904,75.398771,train,1.80012274,0.000977457263854,0.28690189,292485.76,13073.10
1079,35356672,75.456275,train,1.79959273,0.000977411530419,0.27883610,294298.95,13073.10
1080,35389440,75.513432,train,1.84159565,0.000977365751834,0.27888089,296100.17,13073.10
1081,35422208,75.570572,train,1.78936768,0.000977319928105,0.28620741,297878.90,13073.10
1082,35454976,75.628194,train,1.79994261,0.000977274059235,0.28659564,299618.82,13073.10
1083,35487744,75.686198,train,1.86877322,0.000977228145231,0.28941444,301323.78,13073.10
1084,35520512,75.743176,train,1.87473941,0.000977182186097,0.28234771,303041.18,13073.10
1085,35553280,75.800411,train,1.83640337,0.000977136181838,0.29040074,304728.59,13073.10
1086,35586048,75.857378,train,1.78257966,0.000977090132458,0.26865378,306403.98,13073.10
1087,35618816,75.913746,train,1.81695211,0.000977044037963,0.27862859,308078.64,13073.10
1088,35651584,75.970725,train,1.87553155,0.000976997898357,0.26782602,309712.69,13073.10
1089,35684352,76.027948,train,1.86274004,0.000976951713646,0.26553211,311318.78,13073.10
1090,35717120,76.085751,train,1.79317045,0.000976905483833,0.29492781,312886.09,13073.10
1091,35749888,76.143015,train,1.82637334,0.000976859208925,0.26551878,314452.17,13073.10
1092,35782656,76.200055,train,1.92473102,0.000976812888925,0.28083527,316006.87,13073.10
1093,35815424,76.257655,train,1.87907100,0.000976766523839,0.28072536,317524.57,13073.10
1094,35848192,76.314801,train,1.84278917,0.000976720113672,0.28138319,319039.18,13073.10
1095,35880960,76.372133,train,1.85642552,0.000976673658429,0.28515697,320529.80,13073.10
1096,35913728,76.429606,train,1.78378439,0.000976627158114,0.25897864,321998.27,13073.10
1097,35946496,76.487304,train,1.85140133,0.000976580612732,0.28597715,323442.18,13073.10
1098,35979264,76.544274,train,1.82887113,0.000976534022289,0.27163988,324893.16,13073.10
1099,36012032,76.601453,train,1.78096128,0.000976487386789,0.30747128,326320.64,13073.10
1100,36044800,76.658703,train,1.82040036,0.000976440706238,0.27179196,327729.46,13073.10
1100,36044800,76.996519,valid,1.82085360,0.000976440706238,,327729.46,13073.10
1101,36077568,77.150651,train,1.87081218,0.000976393980639,0.28982815,214661.88,13073.10
1102,36110336,77.207523,train,1.81779528,0.000976347209998,0.26659659,312790.58,13073.10
1103,36143104,77.265282,train,1.84633088,0.000976300394321,0.27657408,367794.79,13073.10
1104,36175872,77.323100,train,1.82283330,0.000976253533611,0.27389142,403177.27,13073.10
1105,36208640,77.380687,train,1.83536232,0.000976206627874,0.27983266,428133.20,13073.10
1106,36241408,77.438419,train,1.84538627,0.000976159677115,0.28282416,446414.27,13073.10
1107,36274176,77.495562,train,1.82891917,0.000976112681339,0.27032632,461002.04,13073.10
1108,36306944,77.552583,train,1.86697340,0.000976065640551,0.29448175,472689.31,13073.10
1109,36339712,77.610259,train,1.82401109,0.000976018554755,0.27624035,481680.21,13073.10
1110,36372480,77.666440,train,1.81829834,0.000975971423957,0.26367494,490217.49,13073.10
1111,36405248,77.723925,train,1.76251984,0.000975924248162,0.26414272,496537.84,13073.10
1112,36438016,77.780828,train,1.82964158,0.000975877027374,0.26958966,502303.71,13073.10
1113,36470784,77.838082,train,1.78775764,0.000975829761599,0.26839766,507075.73,13073.10
1114,36503552,77.895417,train,1.78817177,0.000975782450842,0.26412600,511193.06,13073.10
1115,36536320,77.952685,train,1.82222486,0.000975735095107,0.27239278,514852.02,13073.10
1116,36569088,78.009220,train,1.88497233,0.0009756876944,0.27273953,518471.73,13073.10
1117,36601856,78.066048,train,1.84375000,0.000975640248726,0.27460361,521565.73,13073.10
1118,36634624,78.123409,train,1.77922916,0.000975592758089,0.28110322,524098.53,13073.10
1119,36667392,78.179878,train,1.77987015,0.000975545222495,0.27461639,526782.97,13073.10
1120,36700160,78.237097,train,1.79564607,0.000975497641949,0.27128574,528902.26,13073.10
1121,36732928,78.294564,train,1.80524492,0.000975450016455,0.27522787,530733.04,13073.10
1122,36765696,78.351567,train,1.90044987,0.000975402346019,0.27432907,532590.68,13073.10
1123,36798464,78.409094,train,1.84259486,0.000975354630646,0.26890466,534099.92,13073.10
1124,36831232,78.466618,train,1.77521706,0.000975306870341,0.27207583,535492.15,13073.10
1125,36864000,78.523748,train,1.83178496,0.000975259065109,0.26860049,536917.75,13073.10
1126,36896768,78.581415,train,1.81546617,0.000975211214954,0.27013588,538058.03,13073.10
1127,36929536,78.638587,train,1.78343260,0.000975163319883,0.26620650,539280.89,13073.10
1128,36962304,78.696137,train,1.81679142,0.000975115379899,0.27675775,540301.10,13073.10
1129,36995072,78.753125,train,1.78842306,0.000975067395009,0.27523807,541427.67,13073.10
1130,37027840,78.810377,train,1.83987999,0.000975019365217,0.26398471,542404.66,13073.10
1131,37060608,78.867349,train,1.77375531,0.000974971290528,0.26773077,543402.71,13073.10
1132,37093376,78.924595,train,1.83426154,0.000974923170948,0.27250889,544264.70,13073.10
1133,37126144,78.980988,train,1.74042749,0.000974875006481,0.26085120,545311.04,13073.10
1134,37158912,79.038228,train,1.82888567,0.000974826797132,0.26691523,546072.97,13073.10
1135,37191680,79.095360,train,1.84632277,0.000974778542907,0.27497366,546821.31,13073.10
1136,37224448,79.152210,train,1.82706237,0.000974730243811,0.27467307,547601.92,13073.10
1137,37257216,79.208671,train,1.80427849,0.000974681899848,0.27031839,548438.63,13073.10
1138,37289984,79.265831,train,1.80003381,0.000974633511025,0.27387756,549064.50,13073.10
1139,37322752,79.322695,train,1.82158279,0.000974585077345,0.27070713,549729.51,13073.10
1140,37355520,79.379521,train,1.80622315,0.000974536598815,0.26158240,550371.62,13073.10
1141,37388288,79.436972,train,1.81726575,0.000974488075438,0.28553364,550842.31,13073.10
1142,37421056,79.494638,train,1.81714594,0.000974439507222,0.26686180,551244.31,13073.10
1143,37453824,79.552218,train,1.78338766,0.000974390894169,0.27804190,551646.50,13073.10
1144,37486592,79.610267,train,1.89129901,0.000974342236287,0.26787993,551931.84,13073.10
1145,37519360,79.668722,train,1.81812692,0.000974293533579,0.30081242,552120.97,13073.10
1146,37552128,79.726228,train,1.85736537,0.000974244786051,0.28128922,552493.98,13073.10
1147,37584896,79.783672,train,1.84822977,0.000974195993708,0.27861130,552863.91,13073.10
1148,37617664,79.841743,train,1.82281864,0.000974147156555,0.30401927,553096.81,13073.10
1149,37650432,79.898840,train,1.80564427,0.000974098274598,0.29953837,553506.35,13073.10
1150,37683200,79.955867,train,1.84794950,0.000974049347841,0.29559687,553913.09,13073.10
1151,37715968,80.013161,train,1.85574961,0.00097400037629,0.28717554,554255.48,13073.10
1152,37748736,80.070613,train,1.80053186,0.00097395135995,0.28225538,554556.33,13073.10
1153,37781504,80.128476,train,1.86797905,0.000973902298826,0.27243137,554773.60,13073.10
1154,37814272,80.186199,train,1.79546320,0.000973853192923,0.28126708,555007.05,13073.10
1155,37847040,80.243545,train,1.83480203,0.000973804042247,0.27689257,555296.87,13073.10
1156,37879808,80.300967,train,1.88774407,0.000973754846802,0.28777424,555563.80,13073.10
1157,37912576,80.358642,train,1.75882339,0.000973705606594,0.27330017,555779.88,13073.10
1158,37945344,80.416492,train,1.82050335,0.000973656321628,0.27822891,555960.17,13073.10
1159,37978112,80.473848,train,1.81103325,0.00097360699191,0.29848602,556213.36,13073.10
1160,38010880,80.530850,train,1.80864167,0.000973557617444,0.27151158,556514.29,13073.10
1161,38043648,80.588499,train,1.84541905,0.000973508198235,0.27961683,556705.13,13073.10
1162,38076416,80.645964,train,1.80638254,0.00097345873429,0.28351703,556918.09,13073.10
1163,38109184,80.704216,train,1.84959793,0.000973409225612,0.27548862,557006.22,13073.10
1164,38141952,80.761882,train,1.87149429,0.000973359672208,0.28323841,557178.18,13073.10
1165,38174720,80.819230,train,1.78918254,0.000973310074082,0.27421352,557391.63,13073.10
1166,38207488,80.876909,train,1.82842851,0.00097326043124,0.28276387,557550.88,13073.10
1167,38240256,80.934408,train,1.73820317,0.000973210743688,0.27913311,557731.02,13073.10
1168,38273024,80.991747,train,1.81568527,0.000973161011429,0.32457435,557928.51,13073.10
1169,38305792,81.049000,train,1.84163785,0.00097311123447,0.27364051,558132.11,13073.10
1170,38338560,81.106344,train,1.79293251,0.000973061412816,0.31383377,558317.76,13073.10
1171,38371328,81.163373,train,1.89032388,0.000973011546472,0.28053531,558540.50,13073.10
1172,38404096,81.220626,train,1.79776061,0.000972961635444,0.32064903,558727.53,13073.10
1173,38436864,81.278037,train,1.82293546,0.000972911679736,0.27779725,558888.95,13073.10
1174,38469632,81.335401,train,1.81740856,0.000972861679354,0.31958929,559052.11,13073.10
1175,38502400,81.393149,train,1.89062035,0.000972811634303,0.27648693,559162.24,13073.10
1176,38535168,81.450629,train,1.80994380,0.000972761544588,0.30564037,559303.08,13073.10
1177,38567936,81.507291,train,1.87728810,0.000972711410216,0.29754105,559542.00,13073.10
1178,38600704,81.564605,train,1.84569466,0.00097266123119,0.31073099,559694.82,13073.10
1179,38633472,81.621160,train,1.78411961,0.000972611007517,0.31222540,559935.99,13073.10
1180,38666240,81.677921,train,1.83603072,0.000972560739201,0.34975448,560146.48,13073.10
1181,38699008,81.735395,train,1.85436499,0.000972510426248,0.28155419,560267.71,13073.10
1182,38731776,81.791714,train,1.76476669,0.000972460068664,0.28905374,560520.98,13073.10
1183,38764544,81.849028,train,1.85714626,0.000972409666453,0.30685002,560653.37,13073.10
1184,38797312,81.906278,train,1.83244681,0.000972359219621,0.28296244,560789.90,13073.10
1185,38830080,81.963688,train,1.75409245,0.000972308728174,0.30753022,560905.47,13073.10
1186,38862848,82.020696,train,1.85213697,0.000972258192116,0.28190380,561063.14,13073.10
1187,38895616,82.078128,train,1.80925846,0.000972207611453,0.27182722,561170.34,13073.10
1188,38928384,82.135206,train,1.81676412,0.00097215698619,0.27898535,561313.88,13073.10
1189,38961152,82.192723,train,1.80480587,0.000972106316333,0.28369844,561406.91,13073.10
1190,38993920,82.249802,train,1.81962419,0.000972055601886,0.29030964,561544.68,13073.10
1191,39026688,82.306857,train,1.75413764,0.000972004842856,0.27163711,561682.01,13073.10
1192,39059456,82.363908,train,1.76055741,0.000971954039248,0.28048480,561816.80,13073.10
1193,39092224,82.422177,train,1.84909964,0.000971903191067,0.27716628,561822.60,13073.10
1194,39124992,82.479094,train,1.82713652,0.000971852298318,0.28336084,561966.87,13073.10
1195,39157760,82.536186,train,1.81060004,0.000971801361008,0.27459005,562090.46,13073.10
1196,39190528,82.593382,train,1.82105184,0.00097175037914,0.29483896,562201.00,13073.10
1197,39223296,82.650639,train,1.79686642,0.000971699352721,0.28091720,562303.22,13073.10
1198,39256064,82.707693,train,1.82899272,0.000971648281755,0.29581195,562423.52,13073.10
1199,39288832,82.765505,train,1.74600399,0.00097159716625,0.27656862,562467.38,13073.10
1200,39321600,82.823264,train,1.85547352,0.000971546006208,0.27430549,562515.52,13073.10
1200,39321600,83.160302,valid,1.79890860,0.000971546006208,,562515.52,13073.10
1201,39354368,83.321658,train,1.79999912,0.000971494801638,0.28037521,205340.58,13073.10
1202,39387136,83.379298,train,1.78663790,0.000971443552542,0.26604676,301704.59,13073.10
1203,39419904,83.437097,train,1.82612276,0.000971392258928,0.27878433,357445.25,13073.10
1204,39452672,83.494482,train,1.80761158,0.0009713409208,0.27200797,394317.12,13073.10
1205,39485440,83.551943,train,1.76434541,0.000971289538164,0.27626917,420249.62,13073.10
1206,39518208,83.609448,train,1.78216326,0.000971238111025,0.26679286,439475.83,13073.10
1207,39550976,83.666867,train,1.76270986,0.000971186639389,0.26685721,454400.34,13073.10
1208,39583744,83.724411,train,1.73469746,0.000971135123261,0.27164027,466172.38,13073.10
1209,39616512,83.781834,train,1.76846111,0.000971083562646,0.27417022,475853.20,13073.10
1210,39649280,83.839452,train,1.72641206,0.00097103195755,0.28862870,483751.00,13073.10
1211,39682048,83.897475,train,1.76452899,0.000970980307979,0.27171439,490140.85,13073.10
1212,39714816,83.954950,train,1.79354393,0.000970928613938,0.27793488,495939.35,13073.10
1213,39747584,84.012191,train,1.74459672,0.000970876875433,0.26920804,501091.36,13073.10
1214,39780352,84.069216,train,1.80765939,0.000970825092468,0.27553901,505714.51,13073.10
1215,39813120,84.126892,train,1.78259397,0.000970773265049,0.26563078,509445.01,13073.10
1216,39845888,84.184886,train,1.80166209,0.000970721393182,0.29953712,512596.96,13073.10
1217,39878656,84.243033,train,1.81026471,0.000970669476873,0.26925227,515337.03,13073.10
1218,39911424,84.300774,train,1.79778922,0.000970617516126,0.27669343,517982.10,13073.10
1219,39944192,84.358335,train,1.80817199,0.000970565510947,0.29104125,520450.37,13073.10
1220,39976960,84.416068,train,1.81559968,0.000970513461342,0.28005624,522620.29,13073.10
1221,40009728,84.473199,train,1.80103159,0.000970461367317,0.27733496,524839.88,13073.10
1222,40042496,84.530576,train,1.80118489,0.000970409228876,0.27020991,526779.30,13073.10
1223,40075264,84.587656,train,1.82405806,0.000970357046025,0.26707512,528672.92,13073.10
1224,40108032,84.645054,train,1.81043720,0.00097030481877,0.26854503,530307.00,13073.10
1225,40140800,84.701967,train,1.78491092,0.000970252547117,0.26503366,531986.63,13073.10
1226,40173568,84.758462,train,1.78320312,0.00097020023107,0.26423192,533686.55,13073.10
1227,40206336,84.815975,train,1.80327296,0.000970147870636,0.27594942,534940.76,13073.10
1228,40239104,84.873354,train,1.79470587,0.000970095465819,0.26923391,536152.41,13073.10
1229,40271872,84.930721,train,1.76739788,0.000970043016626,0.26593751,537289.27,13073.10
1230,40304640,84.988429,train,1.83363283,0.000969990523061,0.27388886,538254.04,13073.10
1231,40337408,85.045969,train,1.80162549,0.000969937985132,0.28447559,539207.80,13073.10
1232,40370176,85.102915,train,1.85083771,0.000969885402842,0.27363425,540270.23,13073.10
1233,40402944,85.160636,train,1.87839055,0.000969832776197,0.27435377,541062.48,13073.10
1234,40435712,85.217743,train,1.78699493,0.000969780105204,0.28359261,541972.02,13073.10
1235,40468480,85.276221,train,1.83174658,0.000969727389868,0.27102357,542480.25,13073.10
1236,40501248,85.333046,train,1.78798449,0.000969674630194,0.28984752,543374.47,13073.10
1237,40534016,85.390151,train,1.80581260,0.000969621826188,0.27382904,544154.81,13073.10
1238,40566784,85.446782,train,1.80967379,0.000969568977855,0.26775858,545009.12,13073.10
1239,40599552,85.503951,train,1.74737096,0.000969516085201,0.31478614,545696.72,13073.10
1240,40632320,85.560619,train,1.80854177,0.000969463148232,0.27149966,546465.79,13073.10
1241,40665088,85.617791,train,1.82426131,0.000969410166952,0.29203320,547086.95,13073.10
1242,40697856,85.675311,train,1.77717018,0.000969357141369,0.26518083,547604.04,13073.10
1243,40730624,85.732645,train,1.78680968,0.000969304071487,0.26714703,548137.59,13073.10
1244,40763392,85.789599,train,1.77362335,0.000969250957312,0.27844933,548727.24,13073.10
1245,40796160,85.846855,train,1.83628583,0.00096919779885,0.28665087,549230.31,13073.10
1246,40828928,85.903857,train,1.79929805,0.000969144596106,0.26793188,549762.96,13073.10
1247,40861696,85.960859,train,1.81578100,0.000969091349085,0.27115023,550274.06,13073.10
1248,40894464,86.018041,train,1.81479001,0.000969038057794,0.26771376,550729.88,13073.10
1249,40927232,86.075577,train,1.81887174,0.000968984722239,0.26947367,551101.13,13073.10
1250,40960000,86.132917,train,1.84235263,0.000968931342424,0.26823440,551494.22,13073.10
1251,40992768,86.190680,train,1.80603957,0.000968877918355,0.26701152,551795.40,13073.10
1252,41025536,86.247918,train,1.79542542,0.000968824450038,0.27815402,552179.27,13073.10
1253,41058304,86.305837,train,1.78704691,0.000968770937479,0.25826380,552429.35,13073.10
1254,41091072,86.362791,train,1.78715444,0.000968717380683,0.27247295,552836.96,13073.10
1255,41123840,86.419831,train,1.74447727,0.000968663779657,0.27294636,553215.94,13073.10
1256,41156608,86.477652,train,1.82949853,0.000968610134404,0.29156059,553451.24,13073.10
1257,41189376,86.535030,train,1.76032948,0.000968556444933,0.26296833,553751.25,13073.10
1258,41222144,86.592403,train,1.77202320,0.000968502711247,0.27974188,554042.04,13073.10
1259,41254912,86.649616,train,1.78651428,0.000968448933352,0.26727232,554348.91,13073.10
1260,41287680,86.707246,train,1.76699007,0.000968395111255,0.27707994,554580.34,13073.10
1261,41320448,86.764708,train,1.73027635,0.000968341244961,0.27024180,554830.43,13073.10
1262,41353216,86.821534,train,1.82699800,0.000968287334476,0.27343684,555169.06,13073.10
1263,41385984,86.879082,train,1.77702630,0.000968233379805,0.28044274,555389.39,13073.10
1264,41418752,86.936949,train,1.77742386,0.000968179380955,0.27122721,555555.97,13073.10
1265,41451520,86.995112,train,1.75969481,0.00096812533793,0.27850625,555674.76,13073.10
1266,41484288,87.052544,train,1.75340271,0.000968071250736,0.28761667,555894.46,13073.10
