step,tokens_seen,elapsed_seconds,split,loss,learning_rate,gradient_norm,tokens_per_second,peak_gpu_memory_mib
4920,161218560,329.317638,train,1.53434873,0.000551901330679,0.24422906,521788.88,13073.10
4921,161251328,329.374509,train,1.48831677,0.000551755075245,0.24487229,524145.12,13073.10
4922,161284096,329.431302,train,1.46425605,0.000551608819626,0.23491812,526335.67,13073.10
4923,161316864,329.487881,train,1.51566052,0.000551462563837,0.23958981,528430.89,13073.10
4924,161349632,329.545393,train,1.50445890,0.000551316307894,0.24135397,530032.89,13073.10
4925,161382400,329.602986,train,1.52218497,0.000551170051811,0.24095142,531487.18,13073.10
4926,161415168,329.660126,train,1.47916174,0.000551023795605,0.24509637,532988.06,13073.10
4927,161447936,329.715948,train,1.49412429,0.000550877539291,0.23631939,534811.02,13073.10
4928,161480704,329.772550,train,1.50579834,0.000550731282884,0.24476509,536270.05,13073.10
4929,161513472,329.829442,train,1.52852786,0.0005505850264,0.23826639,537547.73,13073.10
4930,161546240,329.886609,train,1.58134079,0.000550438769854,0.24804348,538664.47,13073.10
4931,161579008,329.943921,train,1.51758027,0.000550292513262,0.24471678,539671.78,13073.10
4932,161611776,330.000837,train,1.53050077,0.000550146256639,0.23690073,540730.07,13073.10
4933,161644544,330.057730,train,1.49954808,0.00055,0.23573948,541734.17,13073.10
4934,161677312,330.114519,train,1.51446676,0.000549853743361,0.23753111,542710.09,13073.10
4935,161710080,330.171142,train,1.50559092,0.000549707486738,0.24363518,543676.19,13073.10
4936,161742848,330.228418,train,1.51849437,0.000549561230146,0.24201204,544427.78,13073.10
4937,161775616,330.285503,train,1.50833452,0.0005494149736,0.23882660,545187.38,13073.10
4938,161808384,330.342606,train,1.58480525,0.000549268717116,0.24618828,545904.70,13073.10
4939,161841152,330.400167,train,1.49057841,0.000549122460709,0.23723662,546479.87,13073.10
4940,161873920,330.457287,train,1.48619556,0.000548976204395,0.24057719,547128.20,13073.10
4941,161906688,330.514361,train,1.46570611,0.000548829948189,0.23334131,547756.57,13073.10
4942,161939456,330.571790,train,1.54309785,0.000548683692106,0.23736231,548278.82,13073.10
4943,161972224,330.629577,train,1.51737380,0.000548537436163,0.23694076,548701.18,13073.10
4944,162004992,330.686702,train,1.52240443,0.000548391180374,0.24183129,549243.47,13073.10
4945,162037760,330.743768,train,1.48475718,0.000548244924755,0.23702770,549774.81,13073.10
4946,162070528,330.800506,train,1.49170899,0.000548098669321,0.24674621,550349.71,13073.10
4947,162103296,330.857905,train,1.58574629,0.000547952414088,0.23793909,550771.10,13073.10
4948,162136064,330.915308,train,1.48273361,0.000547806159072,0.23637095,551174.88,13073.10
4949,162168832,330.972989,train,1.49184346,0.000547659904287,0.27067786,551509.94,13073.10
4950,162201600,331.030246,train,1.51538587,0.00054751364975,0.24034184,551910.89,13073.10
4951,162234368,331.087477,train,1.59150982,0.000547367395475,0.26212472,552301.36,13073.10
4952,162267136,331.144612,train,1.50894117,0.000547221141478,0.24101876,552694.52,13073.10
4953,162299904,331.201468,train,1.52370977,0.000547074887775,0.25015867,553122.63,13073.10
4954,162332672,331.258412,train,1.52498615,0.000546928634381,0.23223369,553520.33,13073.10
4955,162365440,331.314944,train,1.58147025,0.000546782381311,0.24230397,553974.15,13073.10
4956,162398208,331.372553,train,1.53014910,0.000546636128581,0.24291630,554232.05,13073.10
4957,162430976,331.429952,train,1.49007583,0.000546489876207,0.25165007,554515.65,13073.10
4958,162463744,331.487132,train,1.45004165,0.000546343624203,0.23534642,554825.41,13073.10
4959,162496512,331.544401,train,1.53606415,0.000546197372585,0.24202152,555110.70,13073.10
4960,162529280,331.601694,train,1.54109097,0.00054605112137,0.24930905,555383.09,13073.10
4961,162562048,331.659325,train,1.49909079,0.000545904870571,0.24911352,555594.56,13073.10
4962,162594816,331.716365,train,1.50906694,0.000545758620205,0.26114529,555889.30,13073.10
4963,162627584,331.773712,train,1.46943784,0.000545612370287,0.25856873,556128.83,13073.10
4964,162660352,331.830356,train,1.54247987,0.000545466120832,0.24616483,556464.86,13073.10
4965,162693120,331.887086,train,1.51935673,0.000545319871857,0.25903502,556778.44,13073.10
4966,162725888,331.943346,train,1.49532449,0.000545173623375,0.24488920,557150.50,13073.10
4967,162758656,331.999885,train,1.48129725,0.000545027375404,0.24496552,557472.26,13073.10
4968,162791424,332.056583,train,1.48927021,0.000544881127958,0.24735862,557762.72,13073.10
4969,162824192,332.113756,train,1.49048340,0.000544734881052,0.25982353,557979.65,13073.10
4970,162856960,332.170942,train,1.49013269,0.000544588634703,0.24159452,558188.73,13073.10
4971,162889728,332.228250,train,1.54943132,0.000544442388925,0.24834006,558375.86,13073.10
4972,162922496,332.285790,train,1.46365333,0.000544296143735,0.24580655,558527.08,13073.10
4973,162955264,332.342975,train,1.50737500,0.000544149899147,0.24146512,558720.56,13073.10
4974,162988032,332.400580,train,1.44783247,0.000544003655177,0.24403121,558854.89,13073.10
4975,163020800,332.457750,train,1.50675857,0.00054385741184,0.24620961,559041.10,13073.10
4976,163053568,332.515072,train,1.57201600,0.000543711169153,0.24285389,559203.32,13073.10
4977,163086336,332.572245,train,1.57713389,0.000543564927129,0.24696791,559380.00,13073.10
4978,163119104,332.629712,train,1.51865005,0.000543418685785,0.24334034,559516.18,13073.10
4979,163151872,332.687378,train,1.53020298,0.000543272445137,0.24217719,559624.94,13073.10
4980,163184640,332.744463,train,1.52502608,0.000543126205199,0.23927473,559800.32,13073.10
4981,163217408,332.801930,train,1.49586487,0.000542979965988,0.24813707,559926.61,13073.10
4982,163250176,332.858801,train,1.51951337,0.000542833727517,0.24752960,560119.21,13073.10
4983,163282944,332.916864,train,1.48295021,0.000542687489804,0.25657067,560169.93,13073.10
4984,163315712,332.974882,train,1.49831414,0.000542541252864,0.25500888,560224.38,13073.10
4985,163348480,333.032104,train,1.54021990,0.000542395016711,0.25034833,560367.48,13073.10
4986,163381248,333.089463,train,1.48219872,0.000542248781362,0.24715592,560491.96,13073.10
4987,163414016,333.147102,train,1.55338311,0.000542102546831,0.24432695,560582.74,13073.10
4988,163446784,333.204987,train,1.45883834,0.000541956313135,0.24613604,560644.61,13073.10
4989,163479552,333.262326,train,1.49989820,0.000541810080288,0.24366313,560764.17,13073.10
4990,163512320,333.319468,train,1.49373078,0.000541663848306,0.24724187,560902.03,13073.10
4991,163545088,333.377227,train,1.45304263,0.000541517617205,0.23748736,560971.75,13073.10
4992,163577856,333.435198,train,1.53609848,0.000541371387001,0.24777375,561017.94,13073.10
4993,163610624,333.491856,train,1.50576043,0.000541225157707,0.24580944,561198.71,13073.10
4994,163643392,333.548801,train,1.48786783,0.000541078929341,0.26168600,561346.39,13073.10
4995,163676160,333.605750,train,1.57330787,0.000540932701916,0.25795555,561490.69,13073.10
4996,163708928,333.662693,train,1.51064622,0.00054078647545,0.25324056,561632.69,13073.10
4997,163741696,333.721209,train,1.48713338,0.000540640249957,0.24870393,561615.55,13073.10
4998,163774464,333.778544,train,1.55670369,0.000540494025453,0.24956699,561714.91,13073.10
4999,163807232,333.835953,train,1.48912549,0.000540347801953,0.24819811,561805.09,13073.10
5000,163840000,333.892817,train,1.50922108,0.000540201579472,0.24618794,561945.99,13073.10
5000,163840000,334.229494,valid,1.50792407,0.000540201579472,,561945.99,13073.10
5001,163872768,338.697824,train,1.51367152,0.000540055358027,0.25992832,7335.42,13073.10
5002,163905536,338.755154,train,1.57105839,0.000539909137632,0.25283751,14484.94,13073.10
5003,163938304,338.814792,train,1.52746654,0.000539762918302,0.24890742,21444.74,13073.10
5004,163971072,338.872185,train,1.51240969,0.000539616700055,0.24401014,28239.43,13073.10
5005,164003840,338.929869,train,1.51194310,0.000539470482904,0.24855913,34865.97,13073.10
5006,164036608,338.987858,train,1.53803408,0.000539324266865,0.25275758,41329.15,13073.10
5007,164069376,339.045222,train,1.53480220,0.000539178051955,0.25095010,47642.84,13073.10
5008,164102144,339.101944,train,1.48260951,0.000539031838187,0.26321992,53814.94,13073.10
5009,164134912,339.159397,train,1.49330175,0.000538885625578,0.25058573,59836.07,13073.10
5010,164167680,339.217038,train,1.49318600,0.000538739414143,0.26251268,65715.98,13073.10
5011,164200448,339.274163,train,1.54863930,0.000538593203897,0.25114349,71468.80,13073.10
5012,164233216,339.331820,train,1.47231090,0.000538446994857,0.23941894,77084.72,13073.10
5013,164265984,339.389379,train,1.49663973,0.000538300787037,0.24324626,82576.68,13073.10
5014,164298752,339.446153,train,1.53031385,0.000538154580452,0.24877204,87960.67,13073.10
5015,164331520,339.504387,train,1.47265005,0.000538008375119,0.24874327,93202.90,13073.10
5016,164364288,339.561405,train,1.52647603,0.000537862171053,0.24816556,98353.05,13073.10
5017,164397056,339.618656,train,1.44738388,0.000537715968269,0.25797492,103389.73,13073.10
5018,164429824,339.674916,train,1.48084962,0.000537569766783,0.23929554,108340.19,13073.10
5019,164462592,339.732320,train,1.49110889,0.000537423566609,0.26082888,113165.85,13073.10
5020,164495360,339.789342,train,1.51012373,0.000537277367764,0.24128355,117899.96,13073.10
5021,164528128,339.846563,train,1.50674224,0.000537131170263,0.23782533,122533.60,13073.10
5022,164560896,339.904041,train,1.53973389,0.000536984974122,0.24942508,127067.98,13073.10
5023,164593664,339.960956,train,1.49536431,0.000536838779355,0.24737842,131524.35,13073.10
5024,164626432,340.018196,train,1.51760256,0.000536692585979,0.23433733,135885.42,13073.10
5025,164659200,340.075404,train,1.43755805,0.000536546394008,0.25155848,140161.84,13073.10
5026,164691968,340.132915,train,1.49498451,0.000536400203458,0.24204721,144347.93,13073.10
5027,164724736,340.190074,train,1.55080986,0.000536254014345,0.24559164,148462.01,13073.10
5028,164757504,340.247842,train,1.48388076,0.000536107826684,0.24607179,152482.50,13073.10
5029,164790272,340.305139,train,1.51134181,0.000535961640491,0.25544021,156438.62,13073.10
5030,164823040,340.362169,train,1.47066545,0.000535815455781,0.24604127,160327.82,13073.10
5031,164855808,340.419310,train,1.51885366,0.000535669272569,0.24922639,164142.37,13073.10
5032,164888576,340.477287,train,1.49896336,0.00053552309087,0.25683874,167864.68,13073.10
5033,164921344,340.535282,train,1.49549341,0.000535376910701,0.24236359,171518.01,13073.10
5034,164954112,340.592385,train,1.49032760,0.000535230732077,0.23891301,175129.30,13073.10
5035,164986880,340.649812,train,1.51448262,0.000535084555013,0.24815595,178667.33,13073.10
5036,165019648,340.707711,train,1.51509404,0.000534938379524,0.24506336,182129.34,13073.10
5037,165052416,340.765193,train,1.50705647,0.000534792205627,0.25031316,185541.83,13073.10
5038,165085184,340.822194,train,1.48003054,0.000534646033336,0.23617612,188908.61,13073.10
5039,165117952,340.879267,train,1.49219608,0.000534499862666,0.24471708,192215.58,13073.10
5040,165150720,340.936425,train,1.49399304,0.000534353693635,0.25371906,195463.74,13073.10
5041,165183488,340.993950,train,1.51543164,0.000534207526256,0.25258145,198646.26,13073.10
5042,165216256,341.051123,train,1.49475121,0.000534061360545,0.23791803,201785.49,13073.10
5043,165249024,341.108217,train,1.52174139,0.000533915196518,0.25801167,204874.86,13073.10
5044,165281792,341.166075,train,1.53551888,0.00053376903419,0.24529901,207890.51,13073.10
5045,165314560,341.223661,train,1.54229689,0.000533622873576,0.24261202,210864.42,13073.10
5046,165347328,341.280851,train,1.54090452,0.000533476714693,0.25195751,213801.76,13073.10
5047,165380096,341.338234,train,1.53827024,0.000533330557555,0.24473740,216685.95,13073.10
5048,165412864,341.395821,train,1.46716380,0.000533184402178,0.23270659,219517.70,13073.10
5049,165445632,341.452824,train,1.50684237,0.000533038248577,0.26225629,222322.28,13073.10
5050,165478400,341.509880,train,1.51280332,0.000532892096768,0.24698405,225081.28,13073.10
5051,165511168,341.568065,train,1.51496840,0.000532745946766,0.23730128,227762.30,13073.10
5052,165543936,341.625160,train,1.47176194,0.000532599798587,0.25846121,230435.12,13073.10
5053,165576704,341.682597,train,1.50040030,0.000532453652245,0.23401050,233056.27,13073.10
5054,165609472,341.739656,train,1.51098120,0.000532307507758,0.24149479,235649.16,13073.10
5055,165642240,341.797228,train,1.52303910,0.000532161365139,0.24322848,238186.86,13073.10
5056,165675008,341.854579,train,1.51028085,0.000532015224404,0.25287649,240693.16,13073.10
5057,165707776,341.911819,train,1.53266728,0.00053186908557,0.24836278,243165.57,13073.10
5058,165740544,341.968860,train,1.51859200,0.00053172294865,0.24563816,245607.69,13073.10
5059,165773312,342.025870,train,1.48406076,0.000531576813662,0.23365308,248015.08,13073.10
5060,165806080,342.082712,train,1.48305178,0.000531430680619,0.24648109,250392.87,13073.10
5061,165838848,342.139502,train,1.55616713,0.000531284549538,0.24157397,252738.15,13073.10
5062,165871616,342.196629,train,1.49070835,0.000531138420434,0.24335855,255039.16,13073.10
5063,165904384,342.254246,train,1.50452185,0.000530992293323,0.24231079,257291.71,13073.10
5064,165937152,342.311489,train,1.48229527,0.000530846168219,0.24572621,259524.17,13073.10
5065,165969920,342.368970,train,1.53182065,0.000530700045139,0.25152254,261717.57,13073.10
5066,166002688,342.425962,train,1.55773473,0.000530553924097,0.24983691,263895.95,13073.10
5067,166035456,342.483320,train,1.52255344,0.00053040780511,0.25444448,266032.40,13073.10
5068,166068224,342.540941,train,1.49946702,0.000530261688192,0.24215375,268130.92,13073.10
5069,166100992,342.598884,train,1.50601339,0.000530115573359,0.22994082,270190.11,13073.10
5070,166133760,342.656149,train,1.52456892,0.000529969460627,0.24368696,272242.89,13073.10
5071,166166528,342.713539,train,1.55843639,0.00052982335001,0.25017786,274263.92,13073.10
5072,166199296,342.771475,train,1.47032738,0.000529677241525,0.24409311,276240.10,13073.10
5073,166232064,342.829097,train,1.49533403,0.000529531135187,0.23823670,278199.83,13073.10
5074,166264832,342.886355,train,1.49033201,0.000529385031011,0.24216186,280145.28,13073.10
5075,166297600,342.943405,train,1.48807883,0.000529238929013,0.23896034,282071.86,13073.10
5076,166330368,343.000562,train,1.54908848,0.000529092829208,0.24810976,283969.91,13073.10
5077,166363136,343.057067,train,1.51563859,0.000528946731611,0.24120092,285864.51,13073.10
5078,166395904,343.114479,train,1.50852501,0.000528800636238,0.24117991,287705.60,13073.10
5079,166428672,343.172371,train,1.46096253,0.000528654543105,0.24078010,289507.53,13073.10
5080,166461440,343.229967,train,1.49744940,0.000528508452226,0.25600544,291295.85,13073.10
5081,166494208,343.287228,train,1.54057050,0.000528362363618,0.25074613,293072.28,13073.10
5082,166526976,343.344721,train,1.49232221,0.000528216277295,0.23845339,294818.86,13073.10
5083,166559744,343.402207,train,1.51555145,0.000528070193273,0.24612899,296543.79,13073.10
5084,166592512,343.459582,train,1.50210047,0.000527924111568,0.24456504,298250.82,13073.10
5085,166625280,343.517037,train,1.49903822,0.000527778032195,0.24227861,299934.13,13073.10
5086,166658048,343.574246,train,1.52057815,0.00052763195517,0.24314682,301604.71,13073.10
5087,166690816,343.631939,train,1.55379343,0.000527485880507,0.25469840,303239.33,13073.10
5088,166723584,343.689042,train,1.48895729,0.000527339808223,0.24353340,304873.05,13073.10
5089,166756352,343.745727,train,1.50410497,0.000527193738332,0.24520166,306500.63,13073.10
5090,166789120,343.802710,train,1.48479462,0.00052704767085,0.24462476,308099.32,13073.10
5091,166821888,343.859977,train,1.50176263,0.000526901605793,0.23642658,309669.97,13073.10
5092,166854656,343.917276,train,1.50472379,0.000526755543176,0.24340127,311220.99,13073.10
5093,166887424,343.974515,train,1.49984241,0.000526609483014,0.24555254,312755.73,13073.10
5094,166920192,344.032064,train,1.48786354,0.000526463425323,0.24604687,314262.59,13073.10
5095,166952960,344.087502,train,1.50171745,0.000526317370119,0.26130360,315819.47,13073.10
5096,166985728,344.144567,train,1.51228011,0.000526171317416,0.24351177,317306.83,13073.10
5097,167018496,344.201688,train,1.46920836,0.00052602526723,0.24146023,318775.42,13073.10
5098,167051264,344.258665,train,1.50686121,0.000525879219577,0.25044164,320231.88,13073.10
5099,167084032,344.315438,train,1.52523923,0.000525733174472,0.23938720,321678.37,13073.10
5100,167116800,344.372360,train,1.48693752,0.00052558713193,0.25166172,323103.94,13073.10
5100,167116800,344.709353,valid,1.50269364,0.00052558713193,,323103.94,13073.10
5101,167149568,344.857558,train,1.50504708,0.000525441091967,0.25123912,223020.56,13073.10
5102,167182336,344.915497,train,1.52940762,0.000525295054598,0.24080223,319896.02,13073.10
5103,167215104,344.973150,train,1.49740243,0.000525149019839,0.25586534,374462.79,13073.10
5104,167247872,345.030521,train,1.52616978,0.000525002987706,0.25593445,409740.27,13073.10
5105,167280640,345.088292,train,1.50231242,0.000524856958212,0.23879619,433827.37,13073.10
5106,167313408,345.145231,train,1.55639756,0.000524710931375,0.25634408,452388.00,13073.10
5107,167346176,345.201784,train,1.47418857,0.000524564907209,0.25483188,467014.82,13073.10
5108,167378944,345.258782,train,1.45839190,0.00052441888573,0.24508466,478232.69,13073.10
5109,167411712,345.315554,train,1.48644114,0.000524272866953,0.25650910,487519.92,13073.10
5110,167444480,345.372787,train,1.49378467,0.000524126850894,0.24415390,494868.19,13073.10
5111,167477248,345.429798,train,1.48053885,0.000523980837568,0.25600469,501201.78,13073.10
5112,167510016,345.486722,train,1.48575461,0.00052383482699,0.25023904,506661.89,13073.10
5113,167542784,345.543482,train,1.53745198,0.000523688819177,0.24704345,511476.71,13073.10
5114,167575552,345.600724,train,1.54130268,0.000523542814142,0.24840599,515397.64,13073.10
5115,167608320,345.657102,train,1.52117717,0.000523396811903,0.23947290,519318.60,13073.10
5116,167641088,345.713965,train,1.55322635,0.000523250812474,0.24708465,522545.88,13073.10
5117,167673856,345.770602,train,1.49272203,0.00052310481587,0.24188684,525538.82,13073.10
5118,167706624,345.827527,train,1.40999460,0.000522958822108,0.25485501,528091.99,13073.10
5119,167739392,345.885052,train,1.52261472,0.000522812831202,0.24006218,530126.83,13073.10
5120,167772160,345.942434,train,1.46519721,0.000522666843168,0.23994946,532033.15,13073.10
5121,167804928,345.999418,train,1.53510618,0.000522520858021,0.25384560,533934.58,13073.10
5122,167837696,346.056393,train,1.53040314,0.000522374875777,0.24212879,535678.43,13073.10
5123,167870464,346.114183,train,1.49139285,0.000522228896451,0.24384637,536968.87,13073.10
5124,167903232,346.171496,train,1.45505488,0.000522082920059,0.24600178,538332.96,13073.10
5125,167936000,346.228873,train,1.51332033,0.000521936946615,0.25102153,539571.26,13073.10
5126,167968768,346.286496,train,1.52839470,0.000521790976136,0.24558935,540635.28,13073.10
5127,168001536,346.343476,train,1.46230984,0.000521645008637,0.24705781,541837.15,13073.10
5128,168034304,346.400767,train,1.50442779,0.000521499044134,0.24290445,542857.97,13073.10
5129,168067072,346.458054,train,1.56638122,0.000521353082641,0.25962391,543813.36,13073.10
5130,168099840,346.515292,train,1.46888459,0.000521207124174,0.23616113,544722.59,13073.10
5131,168132608,346.572235,train,1.45656490,0.000521061168748,0.23928481,545662.78,13073.10
5132,168165376,346.628889,train,1.55843687,0.00052091521638,0.25123799,546629.18,13073.10
5133,168198144,346.686163,train,1.52220023,0.000520769267084,0.24081048,547368.37,13073.10
5134,168230912,346.742786,train,1.49015415,0.000520623320875,0.25741607,548241.68,13073.10
5135,168263680,346.799757,train,1.45755541,0.00052047737777,0.24133825,548975.89,13073.10
5136,168296448,346.856760,train,1.48026776,0.000520331437784,0.24420898,549663.05,13073.10
5137,168329216,346.914193,train,1.52596498,0.000520185500931,0.24828881,550207.42,13073.10
5138,168361984,346.971482,train,1.50084186,0.000520039567228,0.24817209,550759.07,13073.10
5139,168394752,347.028813,train,1.51446772,0.00051989363669,0.24713899,551273.18,13073.10
5140,168427520,347.085589,train,1.45395160,0.000519747709332,0.24035865,551891.87,13073.10
5141,168460288,347.143574,train,1.50095844,0.00051960178517,0.24767777,552206.92,13073.10
5142,168493056,347.200938,train,1.49230301,0.000519455864219,0.24019234,552645.04,13073.10
5143,168525824,347.257631,train,1.46879590,0.000519309946494,0.24556023,553209.15,13073.10
5144,168558592,347.315293,train,1.43390799,0.000519164032011,0.24535587,553542.75,13073.10
5145,168591360,347.372021,train,1.46532035,0.000519018120786,0.25129798,554056.19,13073.10
5146,168624128,347.428778,train,1.48536181,0.000518872212833,0.24830316,554542.43,13073.10
5147,168656896,347.485841,train,1.50811863,0.000518726308169,0.24717961,554947.40,13073.10
5148,168689664,347.543238,train,1.47215426,0.000518580406808,0.24223790,555270.77,13073.10
5149,168722432,347.599640,train,1.48868799,0.000518434508766,0.25503150,555772.53,13073.10
5150,168755200,347.657116,train,1.46157777,0.000518288614059,0.23272707,556052.39,13073.10
5151,168787968,347.714279,train,1.48071575,0.000518142722701,0.25079700,556379.40,13073.10
5152,168820736,347.771013,train,1.55413628,0.000517996834709,0.26565376,556772.18,13073.10
5153,168853504,347.827987,train,1.50867939,0.000517850950097,0.24838263,557107.89,13073.10
5154,168886272,347.885403,train,1.47514081,0.000517705068881,0.24465699,557353.83,13073.10
5155,168919040,347.941997,train,1.46002388,0.000517559191077,0.25964573,557733.17,13073.10
5156,168951808,347.999121,train,1.50946069,0.0005174133167,0.26557410,558009.35,13073.10
5157,168984576,348.055672,train,1.53357124,0.000517267445765,0.24207135,558371.60,13073.10
5158,169017344,348.112421,train,1.46427822,0.000517121578287,0.27705455,558689.33,13073.10
5159,169050112,348.170506,train,1.47911620,0.000516975714283,0.25175524,558780.74,13073.10
5160,169082880,348.227091,train,1.54020250,0.000516829853767,0.24430229,559107.69,13073.10
5161,169115648,348.284319,train,1.51512432,0.000516683996755,0.24638294,559323.54,13073.10
5162,169148416,348.341623,train,1.51688683,0.000516538143263,0.25969839,559520.81,13073.10
5163,169181184,348.398591,train,1.52095270,0.000516392293305,0.24604999,559763.03,13073.10
5164,169213952,348.455384,train,1.50116563,0.000516246446897,0.24897046,560024.14,13073.10
5165,169246720,348.512482,train,1.50614333,0.000516100604055,0.25205517,560232.30,13073.10
5166,169279488,348.569926,train,1.48973894,0.000515954764794,0.23788644,560384.08,13073.10
5167,169312256,348.627574,train,1.44342434,0.000515808929129,0.23764165,560502.36,13073.10
5168,169345024,348.685518,train,1.46868396,0.000515663097076,0.24137269,560575.30,13073.10
5169,169377792,348.742490,train,1.47294819,0.00051551726865,0.23577026,560781.51,13073.10
5170,169410560,348.799587,train,1.47789764,0.000515371443867,0.23918948,560964.63,13073.10
5171,169443328,348.856690,train,1.52473450,0.000515225622741,0.25574788,561141.94,13073.10
5172,169476096,348.913536,train,1.54618931,0.000515079805289,0.25122851,561348.80,13073.10
5173,169508864,348.970869,train,1.46025729,0.000514933991526,0.24970464,561486.00,13073.10
5174,169541632,349.027850,train,1.50595772,0.000514788181467,0.24991268,561665.19,13073.10
5175,169574400,349.084430,train,1.51718521,0.000514642375128,0.25672948,561891.37,13073.10
5176,169607168,349.141461,train,1.47298074,0.000514496572523,0.23628309,562054.45,13073.10
5177,169639936,349.199192,train,1.48240101,0.000514350773669,0.24135277,562125.80,13073.10
5178,169672704,349.256242,train,1.51415896,0.000514204978581,0.25322729,562279.49,13073.10
5179,169705472,349.313097,train,1.50259852,0.000514059187274,0.24471688,562453.20,13073.10
5180,169738240,349.370527,train,1.48704040,0.000513913399763,0.24528001,562553.21,13073.10
5181,169771008,349.427637,train,1.50930893,0.000513767616065,0.23798464,562689.07,13073.10
5182,169803776,349.484801,train,1.49447584,0.000513621836194,0.23535116,562815.22,13073.10
5183,169836544,349.541268,train,1.49535620,0.000513476060166,0.25058743,563019.66,13073.10
5184,169869312,349.598632,train,1.46414220,0.000513330287995,0.24717398,563116.05,13073.10
5185,169902080,349.655583,train,1.51274967,0.000513184519699,0.24147987,563257.26,13073.10
5186,169934848,349.712805,train,1.55277753,0.000513038755291,0.25313169,563364.64,13073.10
5187,169967616,349.769665,train,1.54588652,0.000512892994788,0.24344471,563509.86,13073.10
5188,170000384,349.826895,train,1.48052835,0.000512747238205,0.24562936,563611.26,13073.10
5189,170033152,349.883769,train,1.47165418,0.000512601485557,0.24761145,563749.05,13073.10
5190,170065920,349.940882,train,1.51761818,0.000512455736859,0.24152820,563858.17,13073.10
5191,170098688,349.998314,train,1.49984396,0.000512309992127,0.25861272,563930.91,13073.10
5192,170131456,350.054869,train,1.52791548,0.000512164251377,0.24793518,564094.57,13073.10
5193,170164224,350.112247,train,1.47483349,0.000512018514624,0.25199735,564168.94,13073.10
5194,170196992,350.169599,train,1.46886575,0.000511872781882,0.24217334,564244.39,13073.10
5195,170229760,350.227048,train,1.48543167,0.000511727053168,0.25031990,564308.25,13073.10
5196,170262528,350.284517,train,1.46705174,0.000511581328498,0.23984326,564368.93,13073.10
5197,170295296,350.342217,train,1.50738692,0.000511435607885,0.25120816,564405.12,13073.10
5198,170328064,350.399223,train,1.50056374,0.000511289891346,0.24464242,564509.42,13073.10
5199,170360832,350.456334,train,1.49230552,0.000511144178897,0.24041943,564601.35,13073.10
5200,170393600,350.513043,train,1.49276602,0.000510998470552,0.24348450,564730.61,13073.10
5200,170393600,350.850171,valid,1.49848114,0.000510998470552,,564730.61,13073.10
5201,170426368,350.997043,train,1.47470880,0.000510852766326,0.24395528,224997.02,13073.10
5202,170459136,351.054187,train,1.49832189,0.000510707066236,0.25765243,323186.26,13073.10
5203,170491904,351.111638,train,1.51455975,0.000510561370297,0.26234978,377755.84,13073.10
5204,170524672,351.168319,train,1.53833866,0.000510415678524,0.25494611,413590.86,13073.10
5205,170557440,351.225495,train,1.47591472,0.000510269990932,0.24226533,437970.32,13073.10
5206,170590208,351.282751,train,1.52069294,0.000510124307538,0.25812587,455802.69,13073.10
5207,170622976,351.339905,train,1.51792812,0.000509978628355,0.24502507,469552.50,13073.10
5208,170655744,351.396581,train,1.51957977,0.0005098329534,0.24551699,480843.61,13073.10
5209,170688512,351.453595,train,1.52188349,0.000509687282688,0.25228968,489733.12,13073.10
5210,170721280,351.510611,train,1.45373988,0.000509541616235,0.24707723,497083.77,13073.10
5211,170754048,351.567730,train,1.45908260,0.000509395954055,0.24653037,503191.57,13073.10
5212,170786816,351.624608,train,1.50418973,0.000509250296165,0.23866911,508555.59,13073.10
5213,170819584,351.681699,train,1.49207234,0.000509104642579,0.24878548,513052.84,13073.10
5214,170852352,351.739138,train,1.49733448,0.000508958993313,0.24736023,516768.57,13073.10
5215,170885120,351.796325,train,1.50457144,0.000508813348382,0.24423106,520171.38,13073.10
5216,170917888,351.853566,train,1.51636791,0.000508667707803,0.25105038,523158.18,13073.10
5217,170950656,351.910118,train,1.48167753,0.000508522071589,0.24874496,526164.01,13073.10
5218,170983424,351.966989,train,1.48623371,0.000508376439757,0.24964619,528713.74,13073.10
5219,171016192,352.024136,train,1.47471905,0.000508230812321,0.24021713,530891.40,13073.10
5220,171048960,352.081222,train,1.51730323,0.000508085189298,0.25330761,532893.05,13073.10
5221,171081728,352.138501,train,1.57459986,0.000507939570703,0.25997990,534636.62,13073.10
5222,171114496,352.195679,train,1.47007990,0.000507793956551,0.23968758,536272.20,13073.10
5223,171147264,352.252632,train,1.44202065,0.000507648346857,0.26149225,537860.58,13073.10
5224,171180032,352.309713,train,1.47698712,0.000507502741636,0.26109266,539277.50,13073.10
5225,171212800,352.366894,train,1.51610184,0.000507357140905,0.24446678,540552.05,13073.10
5226,171245568,352.423486,train,1.51167846,0.000507211544679,0.24654880,541936.89,13073.10
5227,171278336,352.481093,train,1.44135547,0.000507065952973,0.24802180,542887.17,13073.10
5228,171311104,352.538073,train,1.50626945,0.000506920365801,0.24210802,543974.69,13073.10
5229,171343872,352.595218,train,1.46427608,0.000506774783181,0.24255973,544939.54,13073.10
5230,171376640,352.652350,train,1.55732512,0.000506629205127,0.25216889,545847.23,13073.10
5231,171409408,352.709947,train,1.47097182,0.000506483631654,0.24050607,546562.17,13073.10
5232,171442176,352.766958,train,1.50585496,0.000506338062778,0.25163916,547401.45,13073.10
5233,171474944,352.823836,train,1.51877570,0.000506192498514,0.24958658,548229.42,13073.10
